col0,col1,col2
1,0.326479506931152,1.2547539401075039
1,1.0164830045804276,1.0901991463055445
1,1.2878263805995025,1.1470200156594075
1,1.1926208399103944,0.6225004812145829
1,1.013593578775591,1.2869505541697959
1,1.0253311653851278,1.026480182125578
1,0.40912732750206837,0.7641054740847649
1,0.9550955317109979,0.913115742548366
1,0.9573468226778366,0.36824157987243966
1,1.5369725389817075,0.9040154489233567
1,0.6059809613583753,1.1383192278098133
1,1.113010512966236,1.3509169534909051
1,0.49594973032242273,1.4766318643376048
1,1.4155681511886349,0.6727009411299768
1,1.2642251172645582,1.5002983574682593
1,1.2572791331303486,0.5015648418192988
1,1.0656128216469107,1.4570866792707717
1,0.8178547983755629,1.1628645232162407
1,1.0033555291468617,0.9259233173087931
1,1.1101189351379936,1.0147002736858928
1,1.4805694470284712,0.9953768294188495
1,0.9355318328357489,0.9771358413036291
1,0.9992013653898688,0.6897619640302244
1,1.60856235448604,0.5289654852303571
1,0.8323990923273759,1.3973911890664183
1,0.24864595432470937,0.6007912851943364
1,0.952225014801058,0.8409012053409712
1,0.6330131728915956,1.2335597232376174
1,0.6971681322764786,0.836597579943639
1,1.133652596378413,1.1306150084601678
1,1.2783567329272372,0.9968400128375278
1,1.172353412463116,1.9398439119570137
1,0.5381873744330044,1.2428501038206319
1,1.0615993200854854,0.9197894614995914
1,1.1157018189746963,0.9673672518951603
1,0.08766818881271987,0.8830651685798394
1,0.7186936000613249,0.8063925441989843
1,1.362621350697908,1.0366360159172134
1,0.6260240853379502,1.300420608789159
1,0.6488974342584699,0.7836913910852894
1,0.568594635361698,1.5305042875978214
1,0.45457036175472865,0.7942027576185994
1,0.8532909917511157,0.2717026072474692
1,1.0684956539362358,1.323527542793726
1,0.9927987893932158,0.5531452165006394
1,1.1476664134834333,0.8004453990430452
1,0.9092183298375061,0.9557176479356445
1,0.9573713186950208,1.1071740468122515
1,0.9239149653851323,1.2438972058342084
1,0.8881903064020187,1.1207029659791812
1,1.1765563387584361,0.653157503613379
1,1.2974041630133581,1.2570620095505443
1,1.0514675981332464,0.8911327815936838
1,0.7886527399945493,1.40885010913969
1,0.7542933976558106,0.7025459145834367
1,1.359960339397578,1.3382993348448846
1,0.6969355580688981,1.1013561401159775
1,1.2569488090543162,1.393651748074699
1,1.580322128290639,0.9801894388126314
1,1.233294005402992,0.8185748825280145
1,0.5719709558765771,1.4709627519798762
1,1.0538925877206993,1.1562407421913172
1,0.7872170268883237,0.6972646958724338
1,1.4974541924445899,0.7806055692440197
1,0.9685749382617135,0.8054962839668527
1,1.0957570335141997,0.870999640922978
1,0.9043817281335842,0.7958347745811988
1,0.7975894451626684,0.9073187313710819
1,1.2291110615214202,1.0281350815093422
1,1.0402542306340257,1.1849805101896458
1,1.3995487777506395,1.1489060089967817
1,0.8173946886753056,0.5639810461164692
1,0.569651808298776,0.9065251579283814
1,0.7573421094774465,1.1109808444156568
1,1.255904399370636,0.9513131046257418
1,0.5259474330805862,0.9145021676484701
1,1.0716146758955607,1.068514067970688
1,1.3868136282621488,1.2245182190832837
1,0.9012925055374097,0.5169732374130216
1,0.19391671305983404,1.2103522531052202
1,1.0459392860105514,1.105836695987465
1,1.13730686363281,0.9264029132220791
1,0.9118178996399208,0.9345455362312096
1,0.8401019826307798,1.1276405005130106
1,1.1995641636005732,0.9072792870739784
1,0.7834091789244032,0.8113334738236591
1,0.9808719401949498,0.7057495473766562
1,0.7097715409021006,2.259691341418981
1,1.2324319357555804,1.0497009825356483
1,0.8743117384457423,1.196301395727491
1,0.9727385166192821,1.0414619622509937
1,1.5463125005235558,0.5936220667004478
1,1.0713711490364477,1.0435969668613854
1,1.3599551496043576,0.5735189140415061
1,1.1214615016351193,1.0991088180162483
1,0.8009886876345265,1.0878221882133208
1,0.7029464562085739,0.6229211369283589
1,1.1350211745951297,1.0055792061803226
1,1.1330974891208154,0.6448421352635909
1,0.792218577500786,1.479930880432784
2,1.4715283626637767,-0.5293000217534058
2,1.5427970961542754,-0.8042512970341638
2,0.9889200104548883,-1.09246456150869
2,0.6923994027543887,-0.9404640336823227
2,1.2706526226183612,-1.083027796994929
2,0.9818642140702755,-1.2238613978191841
2,0.9270910132355369,-0.8712781582086111
2,0.7885387207517377,-1.3282733676076208
2,1.2586738451850488,-1.0234825830886358
2,0.8852730154845093,-0.6535196577429208
2,1.9438526062083956,-0.5597551017573832
2,0.8423466096373327,-0.9233041773863995
2,0.9327726215759282,-1.0155821344031397
2,1.2804323109622842,-1.0977211597507757
2,1.2255656318725587,-1.011798313446813
2,1.1316855963798855,-1.1970529353266586
2,1.699405655391108,-0.7553305147812102
2,1.263952252160195,-0.7487830644145737
2,1.3187159676167393,-1.227112979055198
2,0.8343415449033599,-1.367526545867504
2,1.1521865261232405,-1.2013319303321388
2,0.8179754293082706,-1.0197719666036855
2,1.2674988793372644,-1.0336254301989907
2,0.8423397643774635,-0.4313140308765059
2,1.5884384118346233,-1.4410789316326185
